player_name,country,points,position,move,gender
Manatsu Arakawa,JPN,3,2001,-6,M
Yann Francoise,FRA,3,2001,-6,M
Alonso Garcia Sicilia,ESP,3,2001,-6,M
Edward Stoner,GBR,3,2001,-6,M
Nicholas Keevy,RSA,3,2001,-6,M
Pablo Figueroa,SWE,3,2001,-6,M
Sgadat Ayap,KAZ,3,2001,-6,M
Asier Mas Urkizu,ESP,3,2001,-6,M
Jeppe Hoejbjerg,DEN,3,2001,-6,M
Viktor Nyström,SWE,3,2001,0,M
Hussain Kazerooni,BRN,3,2001,-6,M
Mathieu Fung,FRA,3,2001,-6,M
Kareem Abdelgawad,EGY,3,2001,-6,M
Hayato Okubo,JPN,3,2001,-6,M
Stefano Tricarico,ITA,3,2001,-6,M
Andrew Borwick,RSA,3,2001,-6,M
Pablo Crespo Bernal,ESP,3,2001,-6,M
Rashed Alhammadi,UAE,3,2001,-6,M
Pavel Lavrikov,RUS,3,2001,-6,M
Zarour Derwich,CIV,3,2001,-6,M
Victor Teboul,FRA,3,2001,-6,M
Thibault De Galbert,FRA,3,2001,-6,M
Svein Roger Olsen,NOR,3,2001,-6,M
Jun Ming Liang,CHN,3,2001,-6,M
Kyle Olivier,RSA,3,2001,-6,M
Emilis Baltrimaitis,LTU,3,2001,-6,M
Jaime Gonzalez Diaz,ESP,3,2001,-6,M
Robert Gaylard,AUS,3,2001,398,M
Yannik Molina,ESP,3,2001,-6,M
Noah Johansen,FIN,3,2001,-6,M
Kamel Zarour,LBN,3,2001,-6,M
Ignacio Ybañez Cuerda,ESP,3,2001,0,M
Callum Ward,GBR,3,2001,-6,M
Victor Gomez Juan,ESP,3,2001,-6,M
Manuel Jordi Fulla Silva,CHI,3,2001,-6,M
Raul Vojinovic,CRO,3,2001,-6,M
Aakash Lalith Kumar Nanu,IND,3,2001,-6,M
Xavier Vilaseca Lucas,ESP,3,2001,-6,M
Vilas Thomsen,DEN,3,2001,-6,M
Pau García Bartual,ESP,3,2001,-6,M
Wael El Amine,CIV,3,2001,-6,M
Laurent Girbal,FRA,3,2001,-6,M
Tomas Aniceto Solé Molina,ESP,3,2001,-6,M
Jie Han Chai,MAS,3,2001,-6,M
Sebastian Courbis Laciart,CHI,3,2001,-6,M
Mario Krajinovic,CRO,3,2001,-6,M
Kristian Lofts,AUS,3,2001,0,M
Connor Taylor,GBR,3,2001,-6,M
Pol Espinal Rey,ESP,3,2001,-6,M
Adrian Sanchez Contreras,ESP,3,2001,-6,M
Marc Sempere Cardona,ESP,3,2001,-6,M
Jose Domingo Martinez Garcia,ESP,3,2001,-6,M
Marco Dal Mas,ITA,3,2001,-6,M
Gianmarco Gherardi,ITA,3,2001,-6,M
Leonel Zapata,ARG,3,2001,-6,M
Maxime Mora,FRA,3,2001,-34,M
Kazbek Shalbassov,KAZ,3,2001,-6,M
Tomas Diaz Dominguez,ESP,3,2001,-6,M
Alex Gutierrez,MEX,3,2001,-6,M
Mik Winterink,NED,3,2001,-6,M
Trevor Kosemaa,EST,3,2001,-6,M
Vladimir Popov,BUL,3,2001,-6,M
Martin Harizanov,BUL,3,2001,-6,M
Nicholas Cipri,AUS,3,2001,0,M
Esteban Robles Quesada,CRC,3,2001,-6,M
Anthony Salavracos,BEL,3,2001,-6,M
Francisco De Borja Prados,ESP,3,2001,-6,M
Khaled Almoosawi,BRN,3,2001,-6,M
Rashed AlObaidli,BRN,3,2001,-6,M
Tom Couturier,FRA,3,2001,-6,M
Saul Duran Heras,ESP,3,2001,-6,M
Adam Ottosson,SWE,3,2001,-6,M
Adriel Keogh,AUS,3,2001,398,M
David Catala Velasco,ESP,3,2001,-6,M
Alonso Moreno Muñoz,ESP,3,2001,-6,M
Eduard Medina Cuadradas,ESP,3,2001,-6,M
Rafael Peiro Gonzalez,ESP,3,2001,-6,M
Jorge Martinez,USA,3,2001,-6,M
David Lawrenson,GBR,3,2001,-6,M
Emmanuel Martin,FRA,3,2001,-6,M
Sam Ashenden,AUS,3,2001,-874,M
Brendan Falk,AUS,3,2001,0,M
Romain Potier,FRA,3,2001,-6,M
Hernan Cortez,ARG,3,2001,-6,M
Armando Soemarno,INA,3,2001,-6,M
Tobias Lystad,NOR,3,2001,-6,M
Patrik Severovic,CRO,3,2001,-6,M
Nikita Sidorov,KAZ,3,2001,-6,M
Arjen Robben,NED,3,2001,-6,M
Ziga Drobnic,SLO,3,2001,-6,M
Samuel Anton Romero,ESP,3,2001,-6,M
Mohamed Bahlool,BRN,3,2001,-6,M
Kavin Tamizh Vendan,IND,3,2001,-6,M
Robert Daley,AUS,3,2001,-479,M
Mateu Riera Parra,ESP,3,2001,-6,M
Kyle Isaacs,RSA,3,2001,-6,M
Rasmus Sig Weibel,DEN,3,2001,-6,M
Emanuele Fanti,ITA,3,2001,-6,M
Luca Agostinacchio,ITA,3,2001,-6,M
Janez Makovec,SLO,3,2001,-6,M
Santino Cordoba Torres,ARG,3,2001,-6,M
Javier Beloqui,ESP,3,2001,-6,M
Maxim Tkachenko,UKR,3,2001,-6,M
Manuel Cholbi Llido,ESP,3,2001,-6,M
Simone Vitulano,ITA,3,2001,-6,M
David Canavezes,POR,3,2001,-6,M
Jon Southern,GBR,3,2001,-6,M
Pierantonio Gherardi,ITA,3,2001,-6,M
Nasser Rashdan,BRN,3,2001,-6,M
Martin Torres Coggiola,ARG,3,2001,-6,M
Fan Yang,CHN,3,2001,-6,M
Joel Trifunovic,AUS,3,2001,0,M
Weyers Meintjes,RSA,3,2001,0,M
David Chelidze,GEO,3,2001,-6,M
Jamie Gall,GBR,3,2001,-6,M
Youssef Amin Safwat,EGY,3,2001,-6,M
Lionel Aimar Cabrera Diaz,ESP,3,2001,-6,M
Abdulaziz Almadani,BRN,3,2001,-6,M
Arturo Muñoz Garcia,ESP,3,2001,-6,M
Carlos Cuenca Navarro,ESP,3,2001,-6,M
Ignasi Sugrañes Martinez,ESP,3,2001,-6,M
Jonathan Almada Peralta,ARG,3,2001,-6,M
Syed Imran Yusoof,IND,3,2001,-6,M
Helder Simao,MOZ,3,2001,-6,M
Rony Achkar,VEN,3,2001,679,M
Faisal Ebrahim Hassan,ZIM,3,2001,-6,M
Murat Ulu,TUR,3,2001,-6,M
Ole Henrik Strand Odven,NOR,3,2001,-6,M
Deni Zmak,CRO,3,2001,-6,M
Jose Camilo Mesa,COL,3,2001,-6,M
Pratish Thadani,IND,3,2001,0,M
Tom Maquel,LUX,3,2001,-6,M
Scott Clayton,GBR,3,2001,-6,M
Georgi Stoyanov,BUL,3,2001,-6,M
Enric Batalla Lopez,ESP,2,2428,-29,M
Tsubasa Suminaka,JPN,2,2428,-29,M
Miguel Angel Mendez Velasco,ESP,2,2428,-29,M
Nikolajs Galkins,LAT,2,2428,-29,M
Sorin Petru Suba,ROU,2,2428,-29,M
Mahmoud Mohasseb,EGY,2,2428,-29,M
Franco Altube Casaseca,ARG,2,2428,-29,M
Abou Zeid Karim,CIV,2,2428,-29,M
Carlos Perez Garcia,ESP,2,2428,-29,M
Kaiyu Li,CHN,2,2428,-29,M
Arnaud Jadoul,BEL,2,2428,-29,M
Sebastian Graap,GER,2,2428,-29,M
Carsten Hovestadt,GER,2,2428,-29,M
Matteo Pracchi,ITA,2,2428,-29,M
Yury Lobanov,ROU,2,2428,-29,M
Luís Augusto Neves Guerra,BRA,2,2428,-29,M
Mikkel Brandt,DEN,2,2428,-29,M
Karl Leth,DEN,2,2428,-29,M
Gabriel Toledo Amador,ESP,2,2428,-29,M
Nicolas Vandermarliere,BEL,2,2428,-29,M
Michael Anthony Kahn,PHI,2,2428,-29,M
Daniel Herrera,ESP,2,2428,-29,M
Jacopo Bartolini,ITA,2,2428,-29,M
Loris Morvan,FRA,2,2428,-29,M
Francisco Alcober Aleman,ESP,2,2428,-29,M
Jose Miguel Sanchez Mañas,ESP,2,2428,-29,M
Alexander Muravyev,RUS,2,2428,-29,M
Halil Orbay Cobanoglu,TUR,2,2428,-29,M
Nicolae-Adrian Rozorea,ROU,2,2428,-29,M
Pierre Lebosse,FRA,2,2428,-29,M
Alexandre Brym,FRA,2,2428,-29,M
Georgios Hadjiconstantis,CYP,2,2428,-29,M
Alberto Caballero,ESP,2,2428,-29,M
Yida Ye,CHN,2,2428,-29,M
Sindiso Moyo,ZIM,2,2428,-29,M
Eduardo Franza,ESP,2,2428,-29,M
Jose Chamorro Rodriguez,ESP,2,2428,-29,M
Keiki Fukuda,JPN,2,2428,-29,M
Fernando Gabriel Ingaramo,ARG,2,2428,-29,M
Romain Luquet,GBR,2,2428,-29,M
Qiaojie Wang,CHN,2,2428,-29,M
Amadeo Baldini,ITA,2,2428,-29,M
Jordan Cruz,ESP,2,2428,-29,M
Joao Pedro Alves De Moraes,BRA,2,2428,-29,M
Anton Uribe Chavert,ESP,2,2428,-29,M
Ramon Camarena Gomez,ESP,2,2428,-29,M
Faisal Alolayan,KUW,2,2428,-29,M
Yannick Martell Beuzit,ESP,2,2428,-29,M
Mario Cordero,FRA,2,2428,-29,M
Samir Wazni,SEN,2,2428,-29,M
Joel Andrew Suryadi,INA,2,2428,0,M
Jesper Clausen,DEN,2,2428,-29,M
Luca Di Colli,ITA,2,2428,-29,M
Mario Navarro Ramirez,ESP,2,2428,-29,M
Gabriel Garcia,ESP,2,2428,-29,M
Wahyu Diantoro,INA,2,2428,-29,M
Arno De Proost,BEL,2,2428,-29,M
Francesc Bayona,ESP,2,2428,-461,M
Alasdair Owers Bradley,GBR,2,2428,-29,M
Lorenzo Dandieu,FRA,2,2428,-29,M
Semal Robin,BEL,2,2428,-29,M
Henrique Rosa De Freitas,BRA,2,2428,-29,M
Ehouman Ange Imran,CIV,2,2428,-29,M
Tomas Marques,POR,2,2428,-29,M
Denis Adrian Mocanu,ROU,2,2428,-29,M
Eduardo Ladeveze,ARG,2,2428,-29,M
Manuel Molines Lozano,ESP,2,2428,-29,M
Madalin Ilinca,ROU,2,2428,-29,M
Cleo Carvalho,BRA,2,2428,-29,M
Javier Zafra,ESP,2,2428,-29,M
Anton Yakovlev,RUS,2,2428,-29,M
Tomas Agustin Gallardo,ARG,2,2428,-29,M
Eric Nezien,CIV,2,2428,-29,M
Emilio Zwenger,ARG,2,2428,-29,M
Raul Delgado Abril,ESP,2,2428,-29,M
Gustavo Amastha,CHI,2,2428,-29,M
Nicolas Lopez,FRA,2,2428,-29,M
Marius Garnes,NOR,2,2428,-29,M
Beni Gomez Cabrera,ESP,2,2428,-29,M
Rui Huo,CHN,2,2428,-29,M
Abbas Makke,LBN,2,2428,-29,M
Conrado Capilla Garcia,ESP,2,2428,-29,M
Cesar Testoni,FRA,2,2428,-29,M
Karim Abdoul Kidami,CIV,2,2428,-29,M
Adam Diprose,AUS,2,2428,252,M
Ger Buenanueva,ARG,2,2428,-29,M
Alexander Khalanskii,RUS,2,2428,-29,M
Vincenzo Aiello,ITA,2,2428,-29,M
Ali AlShaikh,BRN,2,2428,-29,M
Ebbe Badersten,SWE,2,2428,-29,M
George Aerakis,GRE,2,2428,-29,M
Juan Pablo Ruiz,ARG,2,2428,-29,M
Alejandro Barrera Garcia,ESP,2,2428,-29,M
Dan Alexandru Tomescu,ROU,2,2428,-29,M
Ling Li,CHN,2,2428,-29,M
Antonio Sierra Sampaio,ESP,2,2428,-29,M
Pedro Antonio Zwan Bertin,BRA,2,2428,-29,M
Christoph Krenn,AUT,2,2428,-29,M
Paolo Calzavara,ITA,2,2428,-29,M
Francisco Camus Salvarredi,ARG,2,2428,-29,M
Alfredas Udra,LTU,2,2428,-29,M
Alex Alcega Dominguez,ESP,2,2428,-29,M
Pablo Andrés Palencia,ESP,2,2428,-29,M
Manfredas Udra,LTU,2,2428,-29,M
Elia Purita,ITA,2,2428,-29,M
Alessandro Tonelli,ITA,2,2428,-29,M
Tommaso Giachetti,ITA,2,2428,-29,M
Mariano Gombi,USA,2,2428,-29,M
Walef Vinicius Silva,BRA,2,2428,-29,M
Sebastiano Andrea Giustolisi,ITA,2,2428,-29,M
Daisuke Shoyama,JPN,2,2428,-29,M
Jose Falcon Castellanos,ESP,2,2428,-29,M
Gioele Lorenzin,ITA,2,2428,-29,M
Bernardo Terroso,POR,2,2428,-29,M
De Shen Heng,MAS,2,2428,-29,M
William Wiseman,USA,2,2428,-29,M
Yuli Huang,CHN,2,2428,-29,M
Joaquin Exequiel Blanco Gutierrez,ARG,2,2428,-29,M
Sebastião Dias,POR,2,2428,-29,M
Goncalo Berredo,POR,2,2428,-29,M
Remi Maunier,FRA,2,2428,-29,M
Bernardo Barreiros Ferreira,POR,2,2428,-29,M
Antonio Ledesma Castellò,ESP,2,2428,-29,M
Andrea Milani,ITA,2,2428,-29,M
Romain Rutkowski,FRA,2,2428,-29,M
German Ziella,USA,2,2428,-29,M
Karim Alejandro Mignani Lemos,ARG,2,2428,-29,M
Omar Amin,EGY,2,2428,-29,M
Loïc Le Panse Fernandez,FRA,2,2428,-29,M
Kevin Graff,FRA,2,2428,-29,M
Maksim Sukhanos,BLR,2,2428,-29,M
Carl Giles,AUS,2,2428,0,M
Andrew Seymour,AUS,2,2428,-29,M
Marcelo Hernandezgamez,USA,2,2428,-29,M
Arturo Veiga Viñoly,ESP,2,2428,-29,M
Zino Ouazene,CIV,2,2428,-29,M
David Vuong,SUI,2,2428,-29,M
Alejandro Andino Vallverdu,ESP,2,2428,-29,M
Adrián Cabello Alaman,ESP,2,2428,-29,M
Eric Bautheac,FRA,2,2428,-29,M
Nicolas Pont,BEL,2,2428,-29,M
Zhi Wang,CHN,2,2428,-29,M
Andrey Malakhov,NED,2,2428,-29,M
Ali Mert Ekener,TUR,2,2428,-29,M
Mingnibo Fidele Diamaho,CIV,2,2428,-29,M
Matias Nicolas Norre,ARG,2,2428,-29,M
Bruno Juanito,FRA,2,2428,-29,M
Hassan Ali,BRN,2,2428,-29,M
Cesar Andrés Palencia,ESP,2,2428,-29,M
Chenyang Fan,CHN,2,2428,-29,M
Antonio Doria,POR,2,2428,-29,M
Victor Rossi,ARG,2,2428,-29,M
Wenhao Wu,CHN,2,2428,-29,M
Andrew Smith,GBR,2,2428,-29,M
Ivan Sanchez Segui,ESP,2,2428,-29,M
Jon Guerra Larrauri,ESP,2,2428,-29,M
Tanguy Montoisy,BEL,2,2428,-29,M
Rakan Almuzaini,KUW,2,2428,-29,M
David Alten,AUT,2,2428,-29,M
Theodoros Rousos,CYP,2,2428,-29,M
Nikolas Zogaj,BEL,2,2428,-29,M
Leonardo Bogo Marcatto,BRA,2,2428,-29,M
Nicolas Fernandez Diaz,ESP,2,2428,-29,M
Darren McMullen,GBR,2,2428,0,M
Ismail Hakk? Kula,TUR,2,2428,-29,M
Andrea Masoero,ITA,2,2428,-29,M
Pierre Lagouardille,FRA,2,2428,-29,M
Marco Lazo Espinosa,CUB,2,2428,-29,M
Pedro Tellechea Omiste,ESP,2,2428,-29,M
Thibaut Mordacq,FRA,2,2428,-29,M
Miguel Baptista Da Silva,POR,2,2428,-29,M
Unax Arranz Maestre,ESP,2,2428,-29,M
Nuno Quelhas,POR,2,2428,-29,M
Xiangling Li,CHN,2,2428,-29,M
Camilo Velasco,USA,2,2428,-29,M
Guillermo Borrero Fernández De La Puente,ESP,2,2428,-29,M
Gianluca Lalli,ITA,2,2428,-29,M
David Garcia Gomez,ESP,2,2428,-29,M
Santiago Fernandez Escarcena,ESP,2,2428,-29,M
Xander Veys,BEL,2,2428,-29,M
Carlos Miguel Ramoa,POR,2,2428,-29,M
Daan Veldhuis,NED,2,2428,-29,M
Carlos Rodriguez,ESP,2,2428,-29,M
Hiroki Iwamoto,JPN,2,2428,-29,M
Jan Hulshagen,BEL,2,2428,-29,M
Adlan Bounemoura,FRA,2,2428,-29,M
Mauricio Klenner Campos,CHI,2,2428,-29,M
Lorenzo Maccarini,BRA,2,2428,-29,M
Markuss Tions,LAT,2,2428,-29,M
Aliaksei Hryts,BLR,2,2428,-29,M
Nikolaj Lange,DEN,2,2428,-29,M
Ronald Vargas,BEL,2,2428,-29,M
Giulio De Lutiis,ITA,2,2428,-29,M
Ryosuke Kizawa,JPN,2,2428,-29,M
Juan Jose Medina Rico,ESP,2,2428,-29,M
Anthony Galloo,FRA,2,2428,-29,M
Laurent Payet,FRA,2,2428,-29,M
Yaser Alhashemi,BRN,2,2428,-29,M
Joao Moura,POR,2,2428,-29,M
Daniel Lopez Gutierrez,ESP,2,2428,-29,M
Denis Ionut Sas,ROU,2,2428,-29,M
Omran Falaknazi,BRN,2,2428,-29,M
Wen Tian,CHN,2,2428,-29,M
Miguel Roman Moreno,ESP,2,2428,-29,M
Anton Agapov,RUS,2,2428,-29,M
Noah Houareau,FRA,2,2428,-29,M
Manfredo Pirone,ITA,2,2428,-29,M
Mattia Bosatelli,ITA,2,2428,-29,M
Louis Corker,AUS,2,2428,0,M
Juan Ignacio Gonzalez Jimenez,ESP,2,2428,-29,M
Sergio Lopez Rodriguez,ESP,2,2428,-29,M
Ilija Jankovic,SRB,2,2428,-29,M
Mattia Mena,ITA,2,2428,-29,M
Lautaro Nicolas Garcia Saez,ARG,2,2428,-29,M
Andy De Bruijne,NED,2,2428,-29,M
Miguel Ferreira,POR,2,2428,-29,M
Hikaru Yokoyama,JPN,2,2428,-29,M
Fernando Delgado,ESP,2,2428,-29,M
Javier Reiter,ARG,2,2428,-29,M
Armando Caiazzo,ITA,2,2428,-29,M
Haifeng Luo,CHN,2,2428,-29,M
Ted Nilsson,SWE,2,2428,0,M
Thibo Matthyssens,BEL,2,2428,-29,M
Ulugbek Ismailov,KAZ,2,2428,-29,M
Robert Wezeman,NED,2,2428,-29,M
Jared Cooper Vespa,USA,2,2428,-29,M
Sergiu-Darie Mede?an,ROU,2,2428,-29,M
Vito Morrone,ITA,2,2428,-29,M
Pedro Kaminski,BRA,2,2428,-29,M
Ian Salo,ESP,2,2428,-29,M
Raditya Kirana Rianto,INA,2,2428,-29,M
Benoit Dardaine,FRA,2,2428,-29,M
Bodhi De Muinck,BEL,2,2428,-29,M
Franck Binisti,FRA,2,2428,-29,M
Lucas Ladeveze,ARG,2,2428,-29,M
Joao Guimaraes,POR,2,2428,-29,M
Adria Lombera,ESP,2,2428,-29,M
Johannes Roscic,GER,2,2428,-29,M
Ilhan Sarp A?abigün,TUR,2,2428,-29,M
Samat Zhexenov,KAZ,2,2428,-29,M
Aimar Benitez Bernet,ESP,2,2428,-29,M
Axel Ezequiel Cardozo,ARG,2,2428,-29,M
Mateo Giribaldi,ARG,2,2428,-29,M
Alain Sassen,BEL,2,2428,-29,M
Lucas Duffort,BRA,2,2428,-29,M
Diego Ruiz Alcaide,ESP,2,2428,-29,M
Calvin Wyatt,GBR,2,2428,-29,M
Unsal Ataol Toker,TUR,2,2428,-29,M
Kevin Aguilar Lamarcha,ESP,2,2428,-29,M
Benjamin Oakes,GBR,2,2428,-29,M
Paul Soubies,FRA,2,2428,-29,M
Jonas Vanhauwe,BEL,2,2428,-29,M
Javier Quesada Dominguez,ESP,2,2428,-29,M
Jorn Vande Moortele,BEL,2,2428,-29,M
Alejandro Pina Lopez,ESP,2,2428,-29,M
Nicolas Escavabaja,FRA,2,2428,-29,M
Xavier Cardoso,POR,2,2428,-29,M
Jos Van Acker,BEL,2,2428,-29,M
Edoardo Pennino Zugarelli,ITA,2,2428,-29,M
Lautaro Aguilera,ARG,2,2428,-29,M
Iacopo Zagaglioni,ITA,2,2428,-29,M
Joaquin Paez,ARG,1,2689,-9,M
Marco Fogliata,ITA,1,2689,-9,M
Mario Lozano,ESP,1,2689,-9,M
Sergio Grau Cervera,ESP,1,2689,-9,M
Omar Althagib,KSA,1,2689,-9,M
Javier Ignacio Cuadra Campusano,CHI,1,2689,-9,M
Mariano Solano,CHI,1,2689,-9,M
Maxime Moreau,FRA,1,2689,-290,M
Marcos Felipe Guerra Alvarez,CHI,1,2689,-9,M
Cristobal Matias Zamorano Lopez,CHI,1,2689,-9,M
Patricio León Ancares,CHI,1,2689,-9,M
Abdulaziz Alyafei,QAT,1,2689,-9,M
Sebastian Burgos,CHI,1,2689,-9,M
Giovanny Avello,CHI,1,2689,-9,M
Delfina Brea Senesi,ARG,18060,1,0,F
Gemma Triay Pons,ESP,18060,1,0,F
Paula Josemaria Martin,ESP,14720,3,0,F
Ariana Sanchez Fallada,ESP,14720,3,0,F
Claudia Fernandez Sanchez,ESP,13040,5,0,F
Beatriz Gonzalez Fernandez,ESP,13040,5,0,F
Sofia Araujo,POR,7030,7,0,F
Andrea Ustero Prieto,ESP,6625,8,0,F
Marta Ortega Gallego,ESP,6435,9,0,F
Tamara Icardo Alcorisa,ESP,6050,10,0,F
Claudia Jensen,ARG,5405,11,0,F
Alejandra Alonso De Villa,ESP,5385,12,0,F
Alejandra Salazar Bengoechea,ESP,5110,13,0,F
Martina Calvo Santamaria,ESP,4745,14,0,F
Veronica Virseda,ESP,4190,15,0,F
Marina Guinart España,ESP,4035,16,0,F
Carmen Goenaga Garcia,ESP,3715,17,0,F
Beatriz Caldera Sanchez,ESP,3715,17,0,F
Aranzazu Osoro Ulrich,ARG,3640,19,0,F
Victoria Iglesias Segador,ESP,3420,20,0,F
Lucia Sainz Pelegri,ESP,2980,21,0,F
Patricia Llaguno Zielinski,ESP,2965,22,0,F
Jessica Castello Lopez,ESP,2480,23,0,F
Raquel Eugenio Barrera,ESP,2380,24,0,F
Martina Fassio Goyeneche,ARG,2370,25,0,F
Lorena Rufo Ortiz,ESP,2190,26,0,F
Marta Barrera De La Fuente,ESP,2185,27,0,F
Jimena Velasco Postiguillo,ESP,2115,28,0,F
Carolina Orsi,ITA,1960,29,0,F
Marta Caparros Maldonado,ESP,1885,30,0,F
Araceli Martinez,ESP,1845,31,0,F
Noa Canovas Paredes,ESP,1820,32,0,F
Ksenia Sharifova,RUS,1810,33,0,F
Alix Collombon,FRA,1765,34,0,F
Virginia Riera,ARG,1716,35,0,F
Maria Eulalia Rodriguez Abajo,ESP,1690,36,0,F
Nuria Rodriguez,ESP,1655,37,0,F
Lucia Martinez Gomez,ESP,1650,38,0,F
Julieta Evangelina Bidahorria,ARG,1575,39,0,F
Ana Catarina Nogueira,POR,1565,40,0,F
Melania Merino Saez,ESP,1502,41,0,F
Lara Arruabarrena,ESP,1495,42,0,F
Agueda Perez Ortiz,ESP,1474,43,0,F
Marta Borrero,ESP,1472,44,0,F
Marta Talavan,ESP,1470,45,0,F
Sara Ruiz Soto,ESP,1315,46,0,F
Marina Lobo,ESP,1315,46,0,F
Letizia Maria Manquillo Alarza,ESP,1257,48,0,F
Laura Lujan Rodriguez,ESP,1250,49,0,F
Noemi Aguilar Carrillo,ESP,1244,50,0,F
Giorgia Marchetti,ITA,1234,51,0,F
Sofia Saiz Vallejo,ESP,1214,52,0,F
Julia Polo Bautista,ESP,1174,53,0,F
Barbara Las Heras,ESP,1148,54,0,F
Patricia Martinez Fortun,ESP,1126,55,0,F
Carolina Navarro Björk,SWE,1066,56,0,F
Teresa Navarro lopez-Barajas,ESP,1064,57,0,F
Jana Montes Cabruja,ESP,1046,58,0,F
Lucia Garcia Trella,ESP,1013,59,0,F
Carla Mesa Salazar,ESP,971,60,0,F
Lea Godallier,FRA,940,61,0,F
Esther Carnicero Martin,ESP,929,62,0,F
Marta Marrero,ESP,926,63,0,F
Amanda Lopez Moral,ESP,918,64,0,F
Sandra Bellver Fructuoso,ESP,899,65,0,F
Marta Arellano Navarro,ESP,876,66,0,F
Giulia Dal Pozzo,ITA,857,67,0,F
Ariadna Cañellas Rodero,ESP,763,68,0,F
Camila Fassio Goyeneche,ESP,763,68,0,F
Monica Gomez Rivas,ESP,747,70,0,F
Ana Dominguez Gracia,ESP,738,71,1,F
Natividad Lopez Diaz,ESP,730,72,-2,F
Rebeca Lopez Lopez,ESP,727,73,0,F
Alba Perez Momha,ESP,726,74,1,F
Aida Martinez Sanjuan,ESP,710,75,-2,F
Anna Ortiz Gasco,ESP,660,76,0,F
Lorena Vano,ITA,654,77,0,F
Carlotta Casali,ITA,610,78,0,F
Carla Touly,FRA,602,79,1,F
Marcella Koek,NED,581,80,-1,F
Victoria Kurz,GER,572,81,0,F
Lucia Peralta Exposito,ESP,559,82,0,F
Daiara Agustina Valenzuela,ARG,542,83,1,F
Lucia Micaela Fernandez Lopez,ESP,541,84,1,F
Ana Varo Ramos,ESP,539,85,1,F
Claudia Escacena Montero,ESP,531,86,-3,F
Camila Ramme Coellar,MEX,522,87,1,F
Aitana Garcia Roman,ESP,505,88,1,F
Maria Portillo Perez,ESP,494,89,1,F
Aimee Gibson,GBR,475,90,-3,F
Carla Fito Fernandez,ESP,462,91,1,F
Janine Hemmes,NED,446,92,1,F
Catarina Santos Domingos,POR,442,93,1,F
Rosalie Van Der Hoek,NED,440,94,1,F
Maria Teresa Moriñigo Gomez,ESP,435,95,1,F
Bo Luttikhuis,NED,433,96,-5,F
Raquel Piltcher,BRA,426,97,0,F
Brittany Dubins,USA,406,98,0,F
Xenia Clasca Vidiella,ESP,390,99,0,F
Lucia Perez Parra,ESP,389,100,0,F
Patricia Araus Lopez,ESP,389,100,0,F
Ana Cristina Sanchez Perez,ESP,386,102,0,F
Martina Parmigiani,ITA,383,103,0,F
Caterina Maria Baldi,ITA,373,104,0,F
Emily Stellato,ITA,351,105,1,F
Ainize Santamaria Landa,ESP,349,106,1,F
Giorgia Rosi,ITA,348,107,1,F
Blanca Arriola Cerrejon,ESP,342,108,1,F
Clarissa Margherita Aima,ITA,339,109,1,F
Clarinha Santos,POR,339,109,1,F
Sara Pujals Perez,ESP,338,111,1,F
Eugenia Guimet Bigas,ESP,336,112,5,F
Stephanie Weterings,NED,331,113,0,F
Manuela Schuck Silva,BRA,329,114,0,F
Margarida Fernandes,POR,329,114,0,F
Dora Andrejszki,HUN,328,116,0,F
Patricia Maria Ribeiro,POR,321,117,1,F
Louise Bahurel,FRA,320,118,1,F
Carla Fernandez Gonzalez,ESP,315,119,3,F
Catherine Rose,GBR,315,119,-14,F
Giulia Sussarello,ITA,301,121,-1,F
Maria Laura Ferreyra,ARG,298,122,-1,F
Natalia Molinilla Paniagua,ESP,292,123,0,F
Nerea Guerra Santana,ESP,291,124,2,F
Camilla Livioni,ITA,291,124,0,F
Paula Ferrán,ESP,278,126,-1,F
Valeria Atencia Basilio,ESP,271,127,0,F
Marianela Montesi,ITA,270,128,0,F
Arantxa Soriano Perez,ESP,263,129,0,F
Tia Louisa Norton,GBR,262,130,0,F
Chiara Pappacena,ITA,260,131,0,F
Alba Gallardo Salvado,ESP,254,132,0,F
Dora Chamli,TUN,254,132,0,F
Bruna Albuquerque Melo,POR,253,134,0,F
Maaike Betz,NED,252,135,0,F
Angelina Neizvestnaya,RUS,242,136,0,F
Ana Maria Cabrejas Ruiz,MEX,240,137,0,F
Carla Serrano Gonzalez,ESP,239,138,0,F
Elsa Terranova,ITA,236,139,0,F
Karin Hechenberger,SUI,235,140,0,F
Lisa Rachel Phillips,GBR,223,141,2,F
Sara Foguer Lapuente,ESP,222,142,2,F
Camille Sireix,FRA,221,143,-2,F
Elena De La Rosa Ramos,ESP,216,144,-3,F
Melissa Martin,FRA,216,144,1,F
Anastasiia Ryzhova,RUS,212,146,0,F
Constança Gorito,POR,211,147,0,F
Ainara Pozuelo Dominguez,ESP,210,148,0,F
Francesca Ligotti,ITA,209,149,0,F
Carmen Castillon Gamez,ESP,207,150,0,F
Maria Delgado Medina,ESP,206,151,0,F
Ivet Val Lopez,ESP,205,152,0,F
Alicia Blanco Rojo,ESP,203,153,0,F
Alexandra Silva,POR,201,154,0,F
Nika Sluzhiteleva,RUS,200,155,0,F
Lorena Alonso De Lera,ESP,198,156,0,F
Renata Martinez Becerra,MEX,198,156,0,F
Luna Di Battista,ITA,195,158,0,F
Kae Tokumoto,JPN,194,159,0,F
